1;1;0;0;0;0
2;1;0;0;0;0
3;1;0;0;0;0
4;1;0;0;0;0
5;1;0;0;0;0
6;1;0;0;0;0
7;1;0;0;0;0
8;1;0;0;0;0
9;1;0;0;0;0
10;1;0;0;0;0
11;1;0;0;0;0
12;1;0;0;0;0
13;1;0;0;0;0
14;1;0;0;0;0
15;1;0;0;0;0
16;1;0;0;0;0
17;1;0;0;0;0
18;1;0;0;0;0
19;1;0.0236189;0.0268933;0.0134234;0.0133451
20;1;0.0244624;0.0231324;0.013654;0.013336
21;1;0.02397;0.023704;0.0134635;0.0135073
22;1;0.0270558;0.0263467;0.0135815;0.0134077
23;1;0.0304271;0.0303798;0.0135288;0.013407
24;1;0.0337698;0.0389155;0.0132229;0.013521
25;1;0.0489428;0.0372145;0.0136165;0.0134008
26;1;0.0388684;0.0509662;0.0132572;0.0129024
27;1;0.0317711;0.0289315;0.0137622;0.0138819
28;1;0.0364932;0.0358258;0.0139412;0.0134252
29;1;0.0415783;0.042084;0.0139835;0.0136176
30;1;0.0485929;0.0474277;0.0139128;0.0134314
31;1;0.0541551;0.0557254;0.0138255;0.0136214
32;1;0.0623504;0.0614069;0.013712;0.013645
33;1;0.0679215;0.0668926;0.013597;0.0137773
34;1;0.0694058;0.0813635;0.0130801;0.013962
35;1;0.0949413;0.0723733;0.0138751;0.0138791
36;1;0.0716627;0.0912421;0.0133694;0.0126746
37;1;0.0592083;0.0605792;0.0137271;0.0141659
38;1;0.076305;0.0667157;0.0141626;0.0134081
39;1;0.0746975;0.0802609;0.0141813;0.013238
40;1;0.0853017;0.0835602;0.0142777;0.0134749
41;1;0.0923369;0.091612;0.0138964;0.0133385
42;1;0.0976254;0.1006;0.0138684;0.0137176
43;1;0.10729;0.105699;0.0137123;0.0139909
44;1;0.11231;0.110652;0.0134682;0.0140579
45;1;0.111105;0.129051;0.0129532;0.0144505
46;1;0.145765;0.112489;0.0139584;0.0142064
47;1;0.108983;0.135693;0.0134984;0.0124061
48;1;0.0948749;0.10281;0.0137806;0.0145778
49;1;0.125245;0.105375;0.0142103;0.0132212
50;1;0.115274;0.126552;0.0144688;0.0129543
51;1;0.128912;0.126404;0.0144671;0.0133385
52;1;0.136646;0.135417;0.0139395;0.0131858
53;1;0.140978;0.145464;0.0138684;0.0137176
54;1;0.151837;0.149728;0.0136692;0.0141436
55;1;0.156377;0.153956;0.0132788;0.0141944
56;1;0.152378;0.176091;0.0126658;0.0147342
57;1;0.195785;0.152139;0.0139106;0.0143932
58;1;0.145916;0.179482;0.0134448;0.0119942
59;1;0.134746;0.149896;0.0142542;0.0155587
60;1;0.178811;0.148265;0.0138414;0.013012
61;1;0.158602;0.179544;0.0146665;0.0134392
62;1;0.178543;0.173648;0.0138451;0.0134115
63;1;0.184416;0.180749;0.0132652;0.0134032
64;1;0.17714;0.206673;0.0120199;0.0135891
65;1;0.227465;0.177004;0.013429;0.0137248
66;1;0.169229;0.207572;0.0124264;0.0106887
67;1;0.00928407;0.0160946;0.00496739;0.00494642
68;1;0.00998241;0.00904853;0.00504164;0.0050367
69;1;0.0112271;0.0102577;0.00504553;0.00495084
70;1;0.0187452;0.0174885;0.00500717;0.00502399
71;1;0.0241224;0.0244463;0.00505695;0.00493974
72;1;0.030595;0.037239;0.00509587;0.00527012
73;1;0.0488903;0.033973;0.0053081;0.00532674
