1.0000,21.6587,1.6244,19.5674,-9.1421
2.0000,20.2119,1.6244,18.2002,-8.6391
3.0000,17.8038,2.8923,16.2458,-6.6847
4.0000,19.2412,2.8921,17.6125,-7.1873
5.0000,1.6424,0.4819,1.3662,-0.7738
6.0000,1.2993,0.2774,-0.5511,1.1435
7.0000,1.7824,0.0902,1.7802,0.0000
8.0000,1.8270,-0.4110,0.0000,1.7802
9.0000,3.0932,-0.3850,3.0690,0.0323
10.0000,2.4084,-0.9741,1.4047,1.6966
11.0000,15.3368,-1.6080,13.8133,-6.4671
12.0000,13.1535,-1.6080,11.8774,-5.4182
13.0000,12.4237,0.1745,10.1890,-7.1066
14.0000,14.6133,0.1731,12.1238,-8.1566
15.0000,11.0593,-2.1403,10.1890,-3.7298
16.0000,11.2458,-2.7238,6.6645,-8.6391
17.0000,18.5593,-1.2728,15.3163,-10.4038
18.0000,19.9726,-1.2726,16.6828,-10.9073
19.0000,12.4685,-2.7238,8.0291,-9.1421
20.0000,16.9515,2.3474,15.3163,-6.8743
21.0000,1.7550,0.1510,-1.4630,0.9574
22.0000,10.0332,-1.0258,-9.9505,-0.7738
23.0000,19.4267,-1.1169,16.2458,-10.5934
24.0000,20.8468,-1.1167,17.6125,-11.0970
25.0000,2.7526,0.1755,-0.5511,-2.6911
26.0000,18.3914,2.3472,16.6828,-7.3770
27.0000,1.8270,0.4110,0.0000,-1.7802
28.0000,2.9017,0.0589,-1.4630,-2.5051
29.0000,1.8462,0.3282,-0.8467,-1.6075
30.0000,8.7383,-0.4423,-8.7271,0.0000
31.0000,1.8634,-0.4140,-0.8467,1.6075
32.0000,1.8606,-0.8540,0.6131,1.5351
33.0000,6.7596,0.2638,-6.7544,0.0323
34.0000,2.1946,0.4240,1.4047,-1.6320
35.0000,1.6448,0.4085,0.6131,-1.4705
36.0000,11.6802,0.3595,9.3859,-6.9428
37.0000,6.1110,2.0816,1.9117,-5.4182
38.0000,10.3078,-1.7307,9.3859,-3.8936
39.0000,12.4723,-1.7295,11.3203,-4.9415
40.0000,7.8046,2.0816,3.8412,-6.4671
41.0000,13.2056,-2.1389,12.1238,-4.7776
42.0000,13.8622,0.3582,11.3203,-7.9927
43.0000,21.1763,1.6244,19.1117,-8.9744
44.0000,20.6940,1.6244,18.6560,-8.8067
45.0000,19.9866,2.1181,18.1336,-8.1332
46.0000,19.6693,2.5280,17.9384,-7.6619
47.0000,19.2715,2.8261,17.6278,-7.2571
48.0000,18.8106,2.9921,17.2230,-6.9465
49.0000,18.3108,3.0146,16.7517,-6.7512
50.0000,18.2826,2.8919,16.7014,-6.8522
51.0000,18.7616,2.8918,17.1569,-7.0197
52.0000,19.7480,3.0144,18.1185,-7.2539
53.0000,20.2491,2.9919,18.5899,-7.4492
54.0000,20.7124,2.8259,18.9948,-7.7599
55.0000,21.1129,2.5278,19.3055,-8.1647
56.0000,21.4324,2.1180,19.5008,-8.6362
57.0000,19.6614,1.6269,17.6841,-8.4377
58.0000,19.1086,1.6277,17.1677,-8.2316
59.0000,18.5608,1.6268,16.6518,-8.0357
60.0000,18.0115,1.6235,16.1371,-7.8341
61.0000,17.4632,1.6189,15.6245,-7.6300
62.0000,16.9229,1.6117,15.1141,-7.4397
63.0000,16.3781,1.6028,14.6069,-7.2325
64.0000,15.8367,1.5928,14.1042,-7.0238
65.0000,15.3076,1.5883,13.6042,-6.8356
66.0000,14.7774,1.5818,13.1076,-6.6378
67.0000,14.2520,1.5736,12.6152,-6.4420
68.0000,13.7306,1.5632,12.1269,-6.2470
69.0000,13.2157,1.5514,11.6448,-6.0537
70.0000,12.7066,1.5371,11.1682,-5.8623
71.0000,12.2017,1.5218,10.6995,-5.6646
72.0000,11.7132,1.5036,10.2367,-5.4907
73.0000,11.2198,1.4839,9.7818,-5.2913
74.0000,10.7303,1.4638,9.3364,-5.0821
75.0000,10.2690,1.4500,8.8959,-4.9207
76.0000,9.8072,1.4340,8.4641,-4.7416
77.0000,9.3483,1.4154,8.0396,-4.5555
78.0000,8.9038,1.3962,7.6245,-4.3813
79.0000,8.4649,1.3738,7.2184,-4.2025
80.0000,8.0394,1.3509,6.8239,-4.0301
81.0000,7.6241,1.3247,6.4393,-3.8609
82.0000,7.2154,1.2985,6.0678,-3.6822
83.0000,6.8332,1.2686,5.7063,-3.5387
